,Restaurant,User_Name,Location,Time,Stars,Review,Zip_Code
1847,"300 E Colorado Blvd Ste 218 Pasadena, CA 91101",Suzy Q.,"La Crescenta-Montrose, CA",2/7/2014,4,Orange Peel Chicken here is amazing. The food is great overall but I feel as though the portions are not large enough. Have to order double just to feel like its an entree and not an appetizer. I would recommend this place to others but just be aware of the portion sizes.,91101
1848,"300 E Colorado Blvd Ste 218 Pasadena, CA 91101",Paul M.,"Los Angeles, CA",2/19/2012,4,The food was great they're lettuce wraps are delicious...the chang's spicy chicken was great...server was also on top of things like drinks and so on.,91101
1849,"300 E Colorado Blvd Ste 218 Pasadena, CA 91101",Aston B.,"Pasadena, CA",2/15/2012,2,"I recommend this place if you like $20 cold and undercooked half a Duck with A1 Sauce on the top served with cold Peta Bread Pancakes...Our waiter was a complete idiot who dropped out of the 10th grade last week and is in training to be a server at a Hot Dog Stand..or In and Out Burger....nice decor, like a an upscale and overpriced Chinese Caf...really, I only went because my friend loves the Duck and Walnut Shrimp at $16 (which is taste) and the people eating there should be at the  Disneyland Hotel....I am a Phoenix Boutique person, or I trek down to Monterrey Park, even if I have to sit at round tables with all night Wedding Parties...it is better...",91101
1851,"300 E Colorado Blvd Ste 218 Pasadena, CA 91101",Richard R.,"Whittier, CA",3/30/2010,4,"The food was better then I expected, service was great. I will go back soon.",91101
1852,"300 E Colorado Blvd Ste 218 Pasadena, CA 91101",Sharon R.,"Glendale, CA",8/7/2011,5,I love it here!My family was visiting from the UK and we took them here on my daughter's birthday and the service simply could not have been better.  We had a birthday cake for her and they brought it to her table and lit the candles etc. The waiter brought a glass of wine instead of a bottle and when we pointed this out he brought us the bottle and allowed us to keep the glass of wine at no charge.  My father ordered coffee but it took a few minutes to arrive and the waiter apologised and gave it to us for free.  We all really liked the food (Mongolian Beef was excellent) and I wouln't hesitate to go back.We also visited PF Chang's in Vegas and found that to be just as good.  I know some people complain that it's not authentic Chinese food but they don't claim to be authentic!,91101
1853,"300 E Colorado Blvd Ste 218 Pasadena, CA 91101",Monica N.,"Whittier, CA",10/11/2013,4,"My family and I would frequent this place a lot growing up so I'm a little disappointed at how small the portions have gotten. The waitresses, waiters Ab hosts are always friendly. Lettuce wraps and mangolian beef are delicious. And of course the hot n sour soup is amazing. Only real complaint I have here are that the portions and price don't exactly match up anymore. I have continued to frequent here but definitely less often then I use to",91101
1854,"300 E Colorado Blvd Ste 218 Pasadena, CA 91101",Laurie H.,"Pasadena, CA",1/7/2009,5,The service is second only to the food! It's a great atmosphere and a wonderful place to hang out. Delicious bar menu as well as some scrumptious desserts. I love that the food is served family style. It allows for intimacy over a meal that can sometimes get lost in the individualistic American society that we live in. Love this place!,91101
1855,"300 E Colorado Blvd Ste 218 Pasadena, CA 91101",Gerry B.,"Los Angeles, CA",5/18/2010,5,"I just want to mention that not only is the food great, the service is crazy good.  I've dined in a lot of times, but mostly I do take out.  I order, have a glass of wine at the bar and Bob's your uncle.  They are so attentive to my needs.  I walk in and they say would you lie validation, so I don't have to forget, then when I tell them I'm doing take out, they escort me over to the person who I order from.  I have a nice glass of Chardonnay and in 10 to 15 minutes I'm good to go.  They go over my entire order with me by taking out everything and checking it twice.  Really impeccable service and the Wall of China Cake is to die for.  Did I say I love this place?  Thanks PHC, ""I'LL BE BACK!!!!!",91101
1856,"300 E Colorado Blvd Ste 218 Pasadena, CA 91101",Ashlee T.,"South El Monte, CA",12/29/2012,3,Always love their lettuce wrap! I feel like inside were too dark and tables are too small... Service was great!,91101
1857,"300 E Colorado Blvd Ste 218 Pasadena, CA 91101",Ariel L.,"Pasadena, CA",7/19/2011,5,"I am so delighted to have so many gluten free options when I come to dine here. They have a huge menu, and the portions are large enough that I can take some home to nibble on over the next few days. It is pretty satly, not something I could eat every day, but I love having a chain restaurant that I can routinely order gluten free food at and NOT get sick.",91101
1858,"300 E Colorado Blvd Ste 218 Pasadena, CA 91101",Pearl J.,"New York, NY",1/14/2010,1,"This restaurant looks very charming on the outside, but once you taste the food you would regret going in. Why go here when there are real Chinese food joints for much less. Portions are considered small for the price and the food is bland but greasy.The dan dan noodles were way underdone while the shrimp was overcooked. The service isn't anything great either.....",91101
1859,"300 E Colorado Blvd Ste 218 Pasadena, CA 91101",Tammy D.,"Portland, OR",3/14/2013,4,"I have eaten here in the past and have never been disappointed . We usually walk. Currently I have limited mobility We thought of driving but parking in Old town on Friday night is difficult. I wanted to try the new Hunan style hot fish. We decided to order takeout. The person who answered the telephone was enthusiastic. I placed my order, the Hunan style hot fish, an order of spring rolls, and the shrimp and scallop combo. He asked if we wanted to top it off with dessert and suggested the  banana foster spring rolls. We agreed to the dessert. He read back our order, then he mentioned the dessert was his favorite. He then gave me the total and time the order would be ready for pick up.My husband went to pick up the order and when he got home everything was perfect. The entrees were delicious and the dessert was delightful. It is nice to know that they are consistent with quality of food and service.",91101
1860,"300 E Colorado Blvd Ste 218 Pasadena, CA 91101",Keiko K.,"Pasadena, CA",1/3/2007,1,"food is pumped full of msg or something. i get very thirsty each time after i eat there. pf chang's is a ""Chinese"" restaurant for non-Asian ppl. none of the staff (not even the cooks) are Chinese.",91101
1862,"300 E Colorado Blvd Ste 218 Pasadena, CA 91101",Tony T.,"Orange County, CA",1/19/2007,1,"I heard people rave about this place over the years, but never really thought much to try it out.  Well I was out with some friends and that's what they wanted so we went into this one.  Being that no reservations were made, we had to wait 45 minutes even though it turned out to be an hour.  We were really hungry and the other places had longer waits so I settled.  I wasn't that impressed.  I wouldn't really consider it Chinese food, or I would loosely call it that and add that it has an American twist.  Being Asian and growing up eating at various Chinese restaurants, it didn't feel like actual Chinese food.  It just seems everything that would make it Chinese is Americanized to fit this culture which is a shame as it loses its very essence that way.  The place was busy and loud and impressively the wait staff was decent.  The waiter was good about our orders, though he wasn't friendly, but he wasn't mean either, he just rarely spoke (probably exhausted from the busy night).  It's not great.  I think people are polarized about this place.  If you like it, you like it and if you don't, well you just don't.  I fall into the latter category.",91101
1863,"300 E Colorado Blvd Ste 218 Pasadena, CA 91101",Raymond V.,"Glendora, CA",6/21/2011,4,"I can't believe that there were soooo many bad reviews about this place on yelp. I almost tried talking my girlfriend out of wanting to come here. She had never visited a PF Changs so we went anyways. First and foremost I wanna give a shout out to our server Andrew. This guy was awesome. He was always on the ball, looked professional and knew his menu very well. And yes! It's not authentic Chinese food but I don't care because my taste buds and stomach enjoyed it. My girlfriend and I couldn't believe they made such awesome and stiff drinks during their happy hour. The alcoholic drinks were fairly priced but man...oh mannn... They were strong. So kudos to the bar tender. We had the dinner for two special. We ordered the hot n spicy soup and chicken soup and both were delicious. Our appetizers were also great. We ordered the seared tuna which was good but not great. They prepare it with this ginger sesame sauce which is OK but I miss my ponzu sauce with my seared tuna. The chicken lettuce wraps were good and the chicken was a little salty but still good and we ordered something else but I cant remember right now. Maybe my girlfriend can refresh my memory later. For our main course we had vegetable lo mein, orange chicken and this yummy spicy orange peel shrimp. And for dessert we had delicious tiramisu with coffee. Sorry I couldn't keep up with u yelp Debbie downers but I can honestly say that this place was awesome this past weekend. The bar gets a 5 out of 5, appetizers 3.5 out of 5, main course 4.5 out of 5, and dessert gets a 4 out of 5. The staff gets a 5 out of 5. So this place gets a 4.5 from us.",91101
1864,"300 E Colorado Blvd Ste 218 Pasadena, CA 91101",S C.,"Pasadena, CA",12/26/2011,3,"Go here in the middle of the week.  Service is fast and the food just magically appears after you're done eating the previous items.  We like the food for the most part so its not a bad choice when you want americanized chinese food.  It's better than Panda despite the other reviews, but yeah, it costs a lot more.  Its a safe place to go when you have a big group of picky eaters.",91101
1865,"300 E Colorado Blvd Ste 218 Pasadena, CA 91101",Jenny J.,"Los Angeles, CA",2/20/2011,2,not a big fan. i've had tried this in burbank and now pasadena. seems like a waste of money. we were seated outside.the service was whatever we had to keep flagging down another waitor for water & drinks. then the guy who served was not our waitor but perhaps someone in training? and he seemed a bit high.. and we pops up at our table and says wassup! in a somewhat loud voice... *sigh* our food is served we ask for our tab and walk away.. sigh..food was whatever...not the best food.. over priced in my opinion.. food wasn't much up to par for the price either..total bill was about 70 with tip. 2 courses and 2 appetizers or was it one? i dont remember... or i choose not to hehe,91101
1866,"300 E Colorado Blvd Ste 218 Pasadena, CA 91101",Sumin S.,"Glendale, CA",7/14/2010,2,"Went to P.F. Chang's with my dad when I first moved to Pasadena.   The restaurant looked grand and the decor was appealing.  Service was decent but food was pretty bad.  Probably the worst Mapo Tofu I've ever had.  The food in general is really heavy and greasy.  The restaurant itself is very nice and conveniently located, but too bad that the food is  a miss.  If you're craving good Chinese food or good food for that matter, I wouldn't recommend this place.",91101
1867,"300 E Colorado Blvd Ste 218 Pasadena, CA 91101",Jason H.,"Studio City, CA",12/1/2007,2,"Please, people... IT'S A CHAIN.  It's neither worth five stars nor one star.  More like in the middle.  That means that the food really isn't bad, considering you're eating at  the Cheesecake Factory of pseudo-Chinese food.  If you want really good, authentic Chinese food, head down the road a few miles to Alhambra or Monterey Park.  Break out of your rut!I ate there a few nights ago for the second time in my life, because it was a friend's birthday and that's where he wanted to go.  The service was better than the food itself.  It started with the waiter setting down a series of small bottles -- and then proceding to explain them thoroughly, as if the tiny flasks held elixers far beyond the understanding of the average diner, rather than the standard white vinegar, soy sauce and chile oil you'll find at almost any Chinese restaurant.The food was average; we ordered eggplant with minced chicken, chicken with black bean sauce, and a lamb dish.  Nothing was memorable, everything was edible, nothing exceeded my expectations.  For what it is, it's acceptable.  But if I want real Chinese, I'll go elsewhere.",91101
1868,"300 E Colorado Blvd Ste 218 Pasadena, CA 91101",Marie E.,"Pasadena, CA",1/12/2012,2,Only gave this place two stars because the ambiance is nice - if you like typical PF Changs.  Their brown rice is mushy - just ICK!  Mine comes out much better in a 20 yr old rice cooker.  Totally overpriced considering the amount of food you get.  We ordered the Mongolian Beef and Crispy Honey chicken.  Deep fried rolls appetizer were forgettable.  A waste.,91101
1869,"300 E Colorado Blvd Ste 218 Pasadena, CA 91101",Karen S.,"Rosemead, CA",4/14/2012,1,"i wish i could give zero stars!service was awful!for crying out loud, get a bus boy/girl please!the waiter had to clean tables and serve the food.parking is horrible!we had a gift card and god forbid if the waiter can scan it! he scanned it twice and tried to charge us twice!place really sucks! thank god for fast food, cuz thats exactly what this is!never again, you couldnt pay me to go back!",91101
1870,"300 E Colorado Blvd Ste 218 Pasadena, CA 91101",Albert H.,"Thousand Oaks, CA",4/24/2009,3,"So, here's my take. It's decent food, good atmosphere if you want to be out amongst lots of people. Everything seems a bit saucy, but I like my food very minimally seasoned. I like to taste what I am eating, but I believe most people saucy stuff. I noticed I need to try the lettuce wrap because I was the ONLY person not eating one as an appetizer. So, I recommend trying that one. I'll go again.",91101
1871,"300 E Colorado Blvd Ste 218 Pasadena, CA 91101",Tiffany O.,"Chino Hills, CA",9/13/2010,2,"Being chinese, I feel like going here is like eating a higher end Panda Express.  I feel like the dishes are on the salty side and you definitely need to eat rice to compensate.  It's pretty pricey for chinese food - I honestly think that going to a mom and pop chinese restaurant would be better.  Passing on it!",91101
1873,"300 E Colorado Blvd Ste 218 Pasadena, CA 91101",lisa n.,"Los Angeles, CA",3/28/2010,2,"What a shame.  Sometimes the food here is good.  The older servers are awesome, but the younger ones are awful.  Manager was a nightmare.  Will never go back here.",91101
1874,"300 E Colorado Blvd Ste 218 Pasadena, CA 91101",America M.,"San Bernardino, CA",9/6/2012,1,"I went today to have a nice lunch for my friend's birthday. It was round 2pm , so the restaurant was almost empty. Maybe 10 tables in use. We tried their 3 course deal . The soup was ok , the appetizer was good. For the main course was Kung Pow Scallops and a orange chicken. The chicken was ok but the scallops  were AWFUL. They were so DRY and gross . They looked liked chicharrones but unfortunately they didn't taste as good . The waiter took a while to check on us. When we complained about the scallops , all he could say was that's how they make them. I said HARD and DRY . We asked for something else . When he brought that out , he said yea they were dry and hard not cooked right . No manager came to talk to us , no discount was given . Nothing. WE did not realize we had been there  almost 2 hrs. That's crazy for a lunch . I WILL NEVER SPEND MY HARD EARNED MONEY AT ANY OF THEIR RESTAURANT .",91101
1875,"300 E Colorado Blvd Ste 218 Pasadena, CA 91101",Isela h.,"Duarte, CA",9/10/2011,5,Stopped by for drinks and dessert tonight...amazing service and fully stocked bar!!!,91101
1876,"300 E Colorado Blvd Ste 218 Pasadena, CA 91101",Shukee S.,"Artesia, CA",11/22/2009,1,"I like Asian food but this PF Chang location has absolutely the worst food and service. I ordered from them about a few months back and was not impressed with the food. I then gave them a second chance and nothing had changed. I received bad quality food and that was just thrown together. The food is too salty and leaves a thirst in your mouth for hours. Both the flavor and presentation was disappointing. Because of this, I will not eat at another PF Changs restaurant again.",91101
1877,"300 E Colorado Blvd Ste 218 Pasadena, CA 91101",Ellie V.,"Altadena, CA",1/18/2010,1,"One of the worst Chinese Food I ever had.  I am from Yokohama, Japan, one of the cities in Japan with world known Chinatown.  I am with Judy T. one of the reviewer, as to how this place survives.  I had the ""Dinner for Two."" The hot and sour soup was OK, thick soup and with pretty decent flavor.  The ""chicken with lettuce wrap"" was just a plain old diced chicken with oyster sauce, can't hardly find the chicken - nothing fancy. For entree, I had the Orange Peel Shrimp and Beef Schezwan.  The Shrimp was covered with heavy sauce (can't figure the taste) with no flavor of orange, nor could I recognize the taste of shrimp. It could have just been a piece of sponge or cardboard.  It was just a horrible dish that tasted like 2 days old.  As for the Beef dish, the sauce was OK, but the strips of beef were so dried and over cooked that it was like a ""leather"" that was sliced into pieces, then tossed in the vegetables.  The dessert in the shot glasses were the highlight of the night.  Light and moist chocolate cake and tiramisu. Over all, the dishes were 2 points for me on the scale of 1 being worst and 10 being extraordinary.  Go to Panda Inn Express, they have far better food than this over-rated restaurant. How many Asians do you see there going crazy about the food they ordered?",91101
1878,"300 E Colorado Blvd Ste 218 Pasadena, CA 91101",C T.,"Glendora, CA",3/8/2011,5,"Love, love, love this place. Had many dinners and even some parties here. Dal was our waiter the other night, so service was great! Food is always yummy and sitting out on the patio on a warm evening was awesome! It was the first time I sat outside but really enjoyed it!!",91101
1879,"300 E Colorado Blvd Ste 218 Pasadena, CA 91101",Elizabeth C.,"Los Angeles, CA",12/5/2011,1,"they shouldnt even have one star but ill give them atleast one star for the cozy fire pit they have outside while you wait to be seated...i saw a show on the food channel called ""secret recipie""...they tried to clone the famous lettuce wraps and well just cuz of this show it leaft me with a craving for their famous lettuce wraps and i convinced my guy to take me to dinner n try the ""famous"" lettuce wraps...well my dish cam and i couldnt be more excited to just dig in...when i assembled my first wrap i noticed that it didnt taste that good...decided to take another bite thinking i was just pre judging too harsh...but on the second bite it didnt get better...on my third bite i realized OMG THIS CRAP IS HURENDOUS!!! i couldnt eat it its like a pile of over garlicy flavored mushy chicken!....it was awful...my guy told me to tell the waiter but i chose to keep my mouth shut n just vent on yelp....DONT GO TO PFCHANGS WORSE CHINESE FOOD EVER!!!!....costco has better lettuce wraps than they do...im so disappointed good thing my wraps were only 8 dollars...after we left i convinced my guy to take me to a taco truck so i can atleast get some good food in my belly!!!....",91101
1880,"300 E Colorado Blvd Ste 218 Pasadena, CA 91101",Lisa K.,"Los Angeles, CA",2/5/2012,3,"In theory, I would love a place like P.F. Chang's. In fact, I thought I did like it when I first dined at one about a decade ago. However, the next two times I dined at one (Pasadena), I started realizing I didn't like it so much but probably would still have given it 4 stars. This is my 4th time at one (3rd at this one) and I would have given it 2 stars for the food alone. My favorite last time was the chicken lettuce wraps and I realized this time that they are not so great. About ~3 stars though since it's not bad. The ahi tuna appetizer is so not good though. 2 stars for that one. This ahi tuna is not done the usual way. Comes with a nice salad but not right unless you don't like sashimi. Inside tasted like tuna. Outside tasted strangely of some type of cooked mystery meat with a charred smoky taste. Didn't like the sauce on top. It is perfect to get a seafood hater to eat some tuna. It even looked like raw beef seared on the outside. Maybe you could trick a fish hater with it. It is also perfect for a midwesterner's taste bud perhaps (from my preconception but what would I know). I've heard other people say before, ""P.F. Chang's is white people's Chinese food."" Now I have to break down and admit, yep, totally. Saving grace is the banana spring rolls. On the sweet side in case that's not your thing. Banana in an egg roll exterior with coconut-pineapple ice cream and fresh berries on top. Mmm, mmm. Perfect size for splitting. 3 stars. Also, really good iced jasmine blackberry green tea (add a squeeze of the lemon wedges that come with it instead of sugar).  I am so very glad I was honest with the waiter when he asked and I told him the ahi tuna wasn't so good. He took it off the final bill (so I tipped him well). =D Would not have gone here tonight if my friend hadn't wanted to go. Will not be back either unless it is for the same reason or for dessert & iced tea. Too bad there's no bread so I can fill up on that and then order dessert if I have to dine here again. The service was not so great and there wasn't even a lot of diners. Taking the ahi tuna off more than makes up for it though. (EDIT: Actually, I'm going straight for the chicken lettuce wraps if I eat here again but will ask for less salt and sauce.)",91101
1881,"300 E Colorado Blvd Ste 218 Pasadena, CA 91101",aleigh l.,"Los Angeles, CA",1/30/2010,4,"When you are going to PF Chang's you know what to expect, you aren't going there bc its authentic chinese food--but bc its usually close to a shopping mall and it is a nice way to top off the afternoon or evening with a tasty meal. My experience at this PF Chang's in particular has only been fabulous customer service. One time my husband and I were eating there for our anniversary and the hostess screwed up our reservation situation and we had to wait extra time, and to rectify everything, the manager gave us a free dinner! Then tonight we ate there and I accidentally lost my parking ticket and the hostess told me that I show them a receipt I might not have to pay the parking fee. I told this to the manager when he was printing out our receipt, and he gave us the $9 that it costs to cover the parking lot fee. They definitely go out of their way to make what could be a negative experience, a very positive one. Oh yeah, one more thing, the spicy eggplant is delicious.",91101
1882,"300 E Colorado Blvd Ste 218 Pasadena, CA 91101",kal k.,"Los Angeles, CA",7/14/2011,5,now this is what i call comfort food lettuce wraps are the best come in hungry leave happy lol,91101
1884,"3475 Tyler St Riverside, CA 92503",Jennifer H.,"Redding, CA",8/7/2021,5,Nicole was our server and I can't say enough about her. The service was phenomenal along w thefood. Nicole knew her menu and product...was able to describe the dishes and recommended great entrees. Very rarely do i get a server who is on the ball and always accessible. Thank you Nicole!,92503
1885,"3475 Tyler St Riverside, CA 92503",Barbi M.,"Henderson, NV",7/18/2021,5,"Customer service was absolutely horrible! Kyle, you obviously don't know how much your attitude determines if a customer will recommend your restaurant to friends or family. You had a crappy attitude from the moment you came to our table ""Yeah, I'm taking your order but I'm supposed to be on my break"" Isn't that an issue you should be discussing with your manager on duty? Even after your break, your attitude didn't improve!! Then you pulled this crap: Why would you think that it's acceptable for you to make an Assumption that I was paying with a gift card, to tell me ""Oh you can't pay with a gift card"" I don't recall seeing a notification on your door stating No Gift Cards accepted. No, Kyle I was paying for my meal with a Credit Card!! You're RUDE Hopefully management was able to see my comment on my receipt, you definitely ruined my experience. Might I suggest that you retake a course in Customer Service 101, and take notes!!!",92503
1886,"3475 Tyler St Riverside, CA 92503",Cristina A.,"Cypress, CA",5/26/2021,3,"I always loved P.F Chang's but this time it was just ok. The wait was a full 45 minutes, that was understandable because of the limited capacity due to covid restrictions on indoor dining. Service staff was pleasant and quick. Ordered the pepper steak, fried rice with shrimp, Chang's chicken I normally order the Mongolian beef and the crispy honey chicken but I thought I would try something new.Pepper steak was a little bland not savory or peppery.Shrimp fried rice was good. Chang's chicken was tender and ok the sauce tasted like orange chicken. The chicken lettuce wraps / appetizer were fantastic. Over all I felt everything was a little bland it all smelt better than it tasted",92503
1887,"3475 Tyler St Riverside, CA 92503",SARAH B.,"Rancho Santa Margarita, CA",5/11/2021,2,"We went for mother's day 2021 and ordered sweet and sour chicken and mongolian beef.  They asked if we wanted the lunch or the dinner portion. We opted for the dinner portion and what we got was exactly 8 pieces of chicken. 8!!!! I was shocked. The mongolian beef was half the portion size of what we previously have gotten and what even these pictures reflect. Sadly, the mongolian beef was dry and overcooked to the point of being crispy. Not the delicious steak were were looking forward to. We asked the waitress, and she stated all the portion sizes are now that size and that PF Changs has changed how they do things.  They changed, but not for the better, and the prices certainly do not reflect the sad, sad portion sizes we got.  We spent over 100.00 and left still hungry--Days later, I cannot get it out of my mind and I normally don't write reviews, but I just couldn't help but wonder, PF Changs, what happened?  If we are going to spend that kind of money, next time we'll just go to Cheesecake Factory and call it a day. It was nice when you were a great company who cared about providing a balance between quality and quantity. Now, it's just sad. We will never return.The only plus side were the waitresses-it's not their fault they have to serve exactly 8 pieces of chicken ... they were attentive and polite. Thanks for that.",92503
1888,"3475 Tyler St Riverside, CA 92503",Michael M.,"Moreno Valley, CA",7/1/2021,5,"It's been a couple of years since I been here and it's was our first time at a restaurant since Covid and epic fail! Yes I takes forever for the food to come out even tho they just a opened 25 minutes ago but damn!  It was a bit too dark in there to even see my food and to make sure it's cooked properly and not burnt.  As you can see in the picture. Potsticker burnt.  You knew better than to serve that and I had to take a picture to prove it. Most of the other food was decent but the only reason we ate it cause we we're hungry and I had to go to my car and take a toke of my weed to be able to eat the food. Need to slow down and ask yourself this: would I serve that to my parent, loved ones or if you got kids. If the answer is no, don't serve that shit. It's common sense!",92503
1889,"3475 Tyler St Riverside, CA 92503",Anne K.,"San Clemente, CA",8/4/2021,5,"Great service and our food tasted great. I believe our server was Tiffany, she timed everything perfectly. We ordered several items, all with fresh ingredients.",92503
1890,"3475 Tyler St Riverside, CA 92503",Michael A.,"Riverside, CA",8/8/2021,2,No reason to come back. Some time ago they took away the Kung Pow Scallops. Now they've changed the recipe for Orange Peel Shrimp. It's disgusting! 2nd star is for decent service. My family and I will not be back.,92503
1891,"3475 Tyler St Riverside, CA 92503",David C.,"Downtown Redlands, Redlands, CA",6/25/2021,1,"Looks like I am not alone awarding the one and two star ratings. Got a typical canned response from PF (performance failure?)""Please give us more information and we will reach out to you""Still waiting on PF Changs",92503
1892,"3475 Tyler St Riverside, CA 92503",Martha T.,"Moorpark, CA",8/11/2021,1,Wait staff attentive and friendly. Food was not good . Crab wontons tasted old and fishy. Ladies restroom had graffiti in the stalls and a broken sink. Not the PF Chang's one usually expects,92503
1893,"3475 Tyler St Riverside, CA 92503",Chris G.,"Moreno Valley, CA",8/10/2021,5,Kaylee was an awesome server from the food and service was perfect . Been for ever since I saw  old friends and they never been to P.F. Chang's and she was beyond helpful with suggestions. Everything was perfect thank u kaylee for making our lunch special. Food was so delicious and our drinks hit the spot.,92503
1894,"3475 Tyler St Riverside, CA 92503",Melissa M.,"Santa Ana, CA",7/18/2021,1,"I ordered through the website for curbside pickup on Friday night. This is probably the worst location I've been to and has made me reconsider my loyalty to PF Chang's. Not only was the service horrible (I received my order 15 mins after the time promised) but the food itself seriously lacked flavor. I order the Lo Mein with chicken and the Chang's Spicy Chicken- both were mediocre. If they were $5-6 per entree, fine..I wouldn't complain; but at $18/entree umm no. Back to the service- at 5-10 mins after the promised time of my order being ready and brought to my car, I decided to just go in and see how much longer it would be. Server after server walked right past me without even acknowledging me while I stood there waiting for someone to help me. The person handling to go orders finally appeared at her station and pulled my bag out of something that looked like some sort of heat box and handed it to me. It had been ready for who knows how long just sitting in that thing. I am certain I will never return to this location and questioning my support of the restaurant chain as a whole. I've lost my appetite for PF Chang's and think I'll look for a new Asian food place..",92503
1895,"3475 Tyler St Riverside, CA 92503",Nancy C.,"Chino Hills, CA",2/3/2021,1,Placed and order forThe Mongolian Beef bowl paid extra $3.50 for extra beef. I got home and they have me a chicken bowl. Called spoke to the manager and he refused to refund me or adjust my bill. He wanted me to drive back to show him. Disgusting service. Disappointed with the way it was handled,92503
1896,"3475 Tyler St Riverside, CA 92503",Jackae Y.,"Perris, CA",7/24/2021,4,I had a great Tokyo Mule here the other night! Their Lo mein did not disappoint! One of favorite spots since it is located right next to a movie theater and the Tyler mall.,92503
1897,"3475 Tyler St Riverside, CA 92503",Crissy L.,"San Diego, CA",12/7/2020,1,I am sooooo disappointed!! I went a few years ago and it was nasty! I only gave this location another try because I've been living over seas for 3 years and I was at lax and stopped at P.F. Chang's inside the airport and it was sooo good! So I'm like ok let me try it here again! And let me tell you I'm soooo mad I wasted over $60 bucks! Orange chicken has no taste at all!! Fried rice doesn't taste like it's been cooked inside a wok! Mongolian beef nasty!! They even fried up a big hunk Of fat for me to eat sml! The noodles were the BEST THING!! P.F. Chang's you guys should be a shame or you're self charging this much for bad quality food I'm so upset!,92503
1898,"3475 Tyler St Riverside, CA 92503",Hannah C.,"Riverside, CA",6/18/2021,5,We come here for the unique drinks & the lettuce wraps!! We loved that they had outdoor dining during the pandemic & now that we're back indoors it's great! The staff is eager to make your experience a good one! Quick & attentive! Great location by the mall!,92503
1899,"3475 Tyler St Riverside, CA 92503",Kee M.,"Las Vegas, NV",7/10/2021,1,Ordered take out today and sat at curbside for 15 minutes after calling and food being ready.... I walked in and had to get it and there was no crowd at 12:15 Saturday. Poor customer service here!!!,92503
1900,"3475 Tyler St Riverside, CA 92503",Emily B.,"Fontana, CA",7/16/2021,5,The food and service was amazing. We only waited 5 minutes to be seated with a reservation. The prices are kinda insane though.,92503
1901,"3475 Tyler St Riverside, CA 92503",Offshoreman W.,"Riverside, CA",7/15/2021,1,"One of the worst meals I've had in a chain restaurant in a long time.  Against my better judgement I let our 8 year old pick a restaurant for our ""early"" dinner tonight.  We were seated quickly and our waitress wasn't to far behind, she was quick to take our drink orders. We started with the Sampler appetizer platter, the edamame looked, smelled and tasted like it had been pre-cooked that morning and reheated in a microwave, it was devoid of any semblance of flavor and was so over cooked the outer skin was mushy. It was down hill from there.   My Salt and Pepper Shrimp was nothing like it used to be, a horrible sauce on over-cooked shrimp. My wife's ""Improved"" Orange Chicken wasn't any better than Traders Joe infamous Orange Chicken.  We won't be back, we've scratched PF Chang's off of our local restaurant list and my business travel list.",92503
1902,"3475 Tyler St Riverside, CA 92503",Alexandria R.,"Reno, NV",10/16/2020,1,"My worst experience from a customer service industry to date.I also work in customer service and have worked in understaffed conditions and been on the receiving end of malice many times.However, the woman in charge of bar today and takeout was absolutely disgraceful.We ordered on the app for takeout because my gift card, compliments of my mom as a gift, was not working on ordering.Called and the lady said we should come in and bring the gift card and pay. Waited in line and had a young gentleman take our name and said he would be right back.He didn't come back and in his place stood a vile woman who was snapping at us, "" you have to be in line at the bar or you won't be helped"".Stunned we stated a young man took our order.She barked back, "" well I don't know how that is possible when I'm the only one working takeout right now and helping customers"". Then just walked away. 3 people by this time were helped before us.And we were in line standing on the dots to signify social distancing.We finally get up to the counter and state it's under my name. She retorts, "" okay, well it's not under that name it's under Alex so""I'm sorry? But what did we do to you? Nothing! We were kind, we tipped, we waited while you said our gift card could be ""fraudulent"" and took my phone so your manager could have my phone for 5 minutes in the back room somewhere... Instead of writing down the gift card number you took my phone! To the back not for a quick second. For 5 minutes! Where I can't see you nor see what you are doing with it. Sketchy? Yes!By the time we finally could leave it was 1:35pm.I usually would let stuff like this pass but this was appalling service, rude staff that helped, and now cold food.For what should have been a nice gift from my mother became a sour taste from shitty management and a shitty bartender.",92503
1903,"3475 Tyler St Riverside, CA 92503",Tonya H.,"Moreno Valley, CA",5/19/2021,5,"I had a long day "" especially going into LA and back "" I usually don't eat anything in the morning "" . I told my son I want something good too eat "" but I want to dine in "" and he treated me too lunch. My waiter was Kyle"" it's funny because I told him "" all the Kyle's that I have met"" are all amazing. Kyle is very professional "" a people person "" bcuz I can tell you "" my whole life story in 15mins "" ..lol. Thumbs up too you, Kyle "" I'm a very satisfied customer.",92503
1904,"3475 Tyler St Riverside, CA 92503",Ron A.,"Darien, IL",6/10/2021,5,"Love PF Chang. Good service. Tasty food. Excellent beef and broccoli and lettuce wraps. Good ambiance. I recommend this place. Oh, and Joe says, ""If you eat something and no one sees you eat it, it has no calories."" Hmmm.",92503
1905,"3475 Tyler St Riverside, CA 92503",P G.,"Riverside, CA",5/3/2021,5,Great bartender!  Great server! We had annexing service and the food was delish!  Thank you for making our anniversary special!,92503
